sample,Phytol_%,Cholesterol_%,Cholestanol_%,Brassicasterol_%,Campesterol_plus_x_%,Campestanol_plus_x_%,Stigmasterol_%,Fungisterol_%,Sitosterol_plus_x_%,Chondrillasterol_%,Sitostanol_%,b_Amyrin_%,unknown_d5_unsaturated_C30_sterol_M498_%,a_Amyrin_plus_22_dihydrochondrillasterol_plus_Lupeol_%,Triterpenoid_mz_189_371_plus_x_%,Dinostanol_plus_x_%,maybe_Lanosterol_plus_x_%,Friedelin_plus_x_%,Tetrahymanol_%,Diplopterol_%
8_B_18-20_EDGE,0.091203295,0.031817637,0.015291353,0.022374046,0.037411149,0.034105892,0.023027833,0.010678522,0.180990052,0.027822272,0.049942067,0.116737312,0.033742677,0.050051032,0.042605123,0.010965462,0.011332309,0.09686945,0.034287499,0.078745019
9_B_18-20_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
1_C_48-50_EDGE,0.220352664,0.04039121,0.023339924,0.021775586,0.035197607,0.013860036,0.024560108,0.009886617,0.179648587,0.02628088,0.051435437,0.035260181,0.039859335,0.079718669,0.093672565,0.003954647,0.004661728,0.058224664,0.008948014,0.028971542
2_A_98-100_EDGE,0.184910136,0.056693494,0.026205197,0.032998284,0.034932587,0.016349464,0.03018894,0.009141883,0.178508514,0.025168964,0.035554327,0.038432754,0.04078155,0.074424602,0.09590918,0.003442598,0.004904839,0.07969788,0.006194374,0.02556043
2_C_38-40_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
3_B_8-10_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
4_B_58-60_EDGE,0.105345542,0.023332549,0.025647432,0.027521385,0.033841383,0.012382786,0.013595344,0.005291161,0.267240366,0.025426967,0.054675328,0.087157177,0.009626973,0.088112525,0.033878127,0.006988742,0.023479526,0.137349716,0.004078603,0.015028367
5_A_88-90_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
5_B_8-10_EDGE,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV
6_C_18-20_EDGE,0.201205079,0.058391684,0.030251113,0.030913244,0.040514145,0.018705203,0.031533992,0.010738938,0.186472662,0.024871298,0.050218503,0.039189883,0.030478721,0.083614739,0.066937313,0.003534125,0.006373012,0.050384036,0.008007648,0.027664664
1_A_8-10_EDGE,0.211770603,0.045779207,0.032663631,0.045946285,0.066079111,0.01929744,0.02247191,0.015955892,0.171672027,0,0.069253582,0.042604737,0.034417944,0.05204461,0.026565306,0.032371246,0.00125308,0.007602022,0.065912034,0.036339334
